release_date;title;genre;movie_id
November 29th;QuÃƒÂ© LeÃƒÂ³n;Romantic Comedy;575
November 29th;Provodnik;Horror;576
December 1st;Si tu voyais son coeur;Drama;577
December 1st;Shadowman;Documentary;578
November 24th;PÃ…â„¢ÃƒÂ¡nÃƒÂ­ k mÃƒÂ¡nÃƒÂ­;Adventure;579
December 1st;Psychopaths;Horror;580
December 1st;Perfectos Desconocidos;Comedy;581
December 1st;Posoki;Drama;582
December 1st;The Shape of Water;Drama;583
December 1st;Plonger;Drama;584
December 1st;O Fim da InocÃƒÂªncia;Drama;585
December 1st;Opera De Paris: Don Carlos;Concert/Performance;586
December 1st;The New Radical;Documentary;587
December 1st;NiÃƒÂ±ato;Drama;588
December 1st;Mujeres En Foco Film Festival;;589
September 28th;Maximum Impact;Action;590
December 1st;METALLICA Quebec Magnetic;Concert/Performance;591
December 1st;Love Beats Rhymes;Drama;592
June 29th;Love, Cecil;Documentary;593
October 24th;Life & Nothing More;Drama;594
December 1st;Kvarteto;Drama;595
December 1st;Kolovrat;Action;596
December 1st;KÃƒÂ¶rfez;Drama;597
December 1st;Mao Pai Jian Hu Ren;;598
December 1st;Kill Me Please;Comedy;599
November 29th;Meow Wolf: Origin Story;Documentary;600
November 17th;Kiwi Christmas;Adventure;601
November 29th;Mowgli: Legend of the Jungle;Action;602
November 28th;Respect;Documentary;603
December 1st;Os ParÃƒÂ§as;Comedy;604
November 28th;Gukgabudoui Nal;Drama;605
November 28th;From the Mountain a Smile;Drama;606
November 27th;Hello Life;Documentary;607
November 30th;The Possession of Hannah Grace;Horror;608
November 26th;Piripkura;Documentary;609
November 24th;Super Kids' Attack;;610
November 23rd;Zhong Guo Lan Kui;Drama;611
November 24th;Mult v. Kino Vypusk No. 85;Adventure;612
May 3rd;Doubles vies;Comedy;613
November 23rd;Write When You Get Work;Drama;614
November 23rd;VendrÃƒÂ¡n lluvias suaves;Drama;615
November 23rd;Unidad XV;Drama;616
May 31st;Yomeddine;Adventure;617
November 23rd;Thimiru Pudichavan;Drama;618
November 24th;8 Remains;Thriller/Suspense;619
November 23rd;Todas las mujeres que conozco;Documentary;620
November 23rd;Unga Astrid;Drama;621
December 1st;Jupiter Holdja;Drama;622
December 1st;Inoperable;Horror;623
December 1st;KeplerÃ¢â‚¬â„¢s Dream;Adventure;624
December 1st;Judge Zhongkui;Adventure;625
December 1st;The Grudge;Horror;626
December 1st;Hagane no Renkinjutsushi;Adventure;627
December 1st;GeÃƒÂ§miÃ…Å¸teki SÃ„Â±r;Drama;628
December 1st;Gangster Land;Action;629
December 1st;Firangi;Comedy;630
December 1st;C'est tout pour moi;Comedy;631
December 1st;The Eighth Day of a Week;Drama;632
December 1st;Eat Locals;Comedy;633
December 1st;Drawing Home;Adventure;634
December 1st;Camino A Marte;Comedy;635
December 1st;The Disaster Artist;Comedy;636
December 1st;Daisy Winters;Drama;637
December 1st;Breaking Brooklyn;Drama;638
December 1st;Dian Di Lian Meng;;639
December 1st;Bolshoi Ballet: The Nutcracker;Concert/Performance;640
November 23rd;Souvenir The Movie - Mariya Takeuchi Theater Live;Concert/Performance;641
November 23rd;SuperlÃƒÂ³pez;Comedy;642
November 23rd;Seguimi;Drama;643
November 23rd;Save My Dogs;Romantic Comedy;644
November 23rd;Ã…Â irdys;Drama;645
November 23rd;Strange Colours;Drama;646
November 23rd;The Royal Edinburgh Military Tattoo;Concert/Performance;647
November 23rd;Rang Panjab;Drama;648
November 23rd;Put Ã…Å¾eylere;Drama;649
December 25th;On the Basis of Sex;Drama;650
November 23rd;Qi Pao Xian Sheng;;651
November 23rd;Na stojÃƒÂ¡ka v kinÃ„â€º;Comedy;652
November 23rd;Mimi a LÃƒÂ­za: ZÃƒÂ¡hada vianoÃ„ï¿½nÃƒÂ©ho svetla;Adventure;653
November 23rd;Pattinapakkam;Thriller/Suspense;654
November 23rd;Milosc jest wszystkim;Romantic Comedy;655
November 23rd;Nativity Rocks!;Musical;656
November 23rd;Maniac Tales;Horror;657
November 23rd;Marriage Palace;Comedy;658
November 23rd;Mauvaises herbes;Comedy;659
November 23rd;El Misterio del Padre PÃƒÂ­o;Documentary;660
December 1st;Badsville;Drama;661
December 1st;Big Time;Documentary;662
December 1st;Aska Geldik;Comedy;663
December 1st;Another Wolfcop;Horror;664
December 1st;Annadurai;Action;665
December 1st;Al Desierto;Drama;666
December 1st;Aile ArasÃ„Â±nda;Comedy;667
December 1st;Alien Invasion: S.U.M.1;Horror;668
December 1st;32 Pills: My SisterÃ¢â‚¬â„¢s Suicide;Documentary;669
November 30th;Smetto quando voglio - Ad Honorem;Comedy;670
March 16th;12 jours;Documentary;671
November 30th;Konvert;Horror;672
November 30th;Breathing;Drama;673
November 30th;Kolobanga. Privet, Internet!;Adventure;674
November 30th;A Bad Idea Gone Wrong;Comedy;675
November 30th;Ona;Thriller/Suspense;676
November 30th;Amori Che Non Sanno Stare al Mondo;Romantic Comedy;677
November 30th;Agagil;Drama;678
November 29th;Naples Ã¢â‚¬Ëœ44;Documentary;679
2016 (Limited) by ;Stage V;Action;680
2016 (Limited) by ;No Beast So Fierce;Drama;681
December 30th;VÃ…Â¡echno nebo nic;Romantic Comedy;682
December 30th;La Trilogie Marseillaise;Drama;683
December 30th;Super Kindergarten;;684
December 1st;Slumber;Horror;685
December 30th;Vier Gegen die Bank;Drama;686
December 30th;She's From Another Planet;Romantic Comedy;687
December 30th;Pooh - L'ultimo Concerto;Concert/Performance;688
November 23rd;The London Palladium: The King And I;Concert/Performance;689
November 23rd;Lemonade;Drama;690
November 23rd;Kazokuiro;Drama;691
November 23rd;Juzni Vetar;Drama;692
November 23rd;Jumpman;Thriller/Suspense;693
November 23rd;Jaulas;Thriller/Suspense;694
November 23rd;Invisible Hands;Documentary;695
April 12th;Les Filles du Soleil;Drama;696
November 23rd;Hillbilly;Documentary;697
November 23rd;I Used To Be Normal;Documentary;698
November 23rd;Grandma's Home;Drama;699
March 8th;Ferrante Fever;Documentary;700
November 24th;Zhui bu;Action;701
November 23rd;The Favourite;Black Comedy;702
November 25th;Your Rock;Documentary;703
November 24th;Wan Ming Da Shi;;704
November 24th;What Happened in Vegas;Documentary;705
November 23rd;Leal, solo hay una forma de vivir;Action;706
March 22nd;Dragged Across Concrete;Action;707
November 24th;Tui Li Bi Ji;Drama;708
November 24th;Yin Bao Zhe;Action;709
November 24th;Totem;Horror;710
November 16th;Tierra Firme;Romantic Comedy;711
November 24th;The Stolen;Drama;712
November 24th;Spirit Touch Seventh Senses;Horror;713
November 24th;Shakespeare's Globe Live: King Lear;Concert/Performance;714
November 24th;Sofichka;Drama;715
November 24th;El Sereno;Thriller/Suspense;716
November 24th;Poilsiautojai: Pavydo Ã…Â¾aidynÃ„â€”s;Comedy;717
November 24th;Soy tu karma;Comedy;718
November 24th;#Starvecrow;Drama;719
November 24th;Mental Madhilo;Drama;720
November 24th;Medzi nami;Documentary;721
November 24th;La Noche Mas FrÃƒÂ¬a;;722
December 30th;Ni Hao Feng Zi;Comedy;723
November 24th;Morg;Horror;724
November 24th;Long Live Bulgaria;Documentary;725
December 30th;Na mlecnom putu;Drama;726
December 30th;NasÃ„Â±l Yani;Comedy;727
December 30th;Motor Mitraan Di;Drama;728
March 30th;Marvin ou la belle ÃƒÂ©ducation;Drama;729
December 30th;The Journey Home;;730
November 24th;Love Ni Bhavai;Drama;731
December 30th;Inhebek Hedi;Drama;732
December 30th;Le coeur en braille;;733
December 30th;Diamond Island;Drama;734
December 30th;Berliner Philharmoniker Live 2016 - New Year's Gala Concert;Concert/Performance;735
December 30th;Ba ba De 3 Ci Hun Li;Romantic Comedy;736
December 30th;Cherry Returns;Thriller/Suspense;737
December 30th;Ashik;Drama;738
December 30th;The Adventures of Wei Bao Bao;Comedy;739
December 29th;Viking;Action;740
December 29th;Provoking Laughter;Adventure;741
December 29th;Onze Jongens;Comedy;742
December 30th;Les 3 p'tit Cochon 2;Romantic Comedy;743
December 28th;Umi ga kikoeru;Drama;744
December 26th;Because I Love You;Romantic Comedy;745
December 26th;BrÃƒÂ¸dre;Documentary;746
December 30th;David Attenborough's Natural History Museum Alive;Documentary;747
December 25th;Live by Night;Drama;748
January 13th;Monster Trucks;Adventure;749
November 23rd;Doutores PalhaÃƒÂ§os;Documentary;750
November 23rd;Chivas la pelÃƒÂ­cula;Documentary;751
December 25th;Hidden Figures;Drama;752
November 23rd;The Camino Voyage;Documentary;753
November 23rd;Deliler;Action;754
November 23rd;La Cama;Drama;755
November 23rd;Les bonnes intentions;Comedy;756
November 23rd;Bizi HatÃ„Â±rla;Drama;757
November 23rd;Better Things;Drama;758
November 23rd;Back to Berlin;Documentary;759
November 23rd;Bengali Beauty;Musical;760
November 23rd;Amanda;Drama;761
November 23rd;Altamira, el origen del arte;Documentary;762
November 22nd;Young ju;Drama;763
November 22nd;Il vizio della speranza;Drama;764
November 23rd;Los 120. La brigada del cafÃƒÂ©;Documentary;765
November 22nd;Troppa Grazia;Comedy;766
November 22nd;Ã‚Â¡Asu Mare! 3;Comedy;767
November 22nd;Adventures of Petey and Friends;Adventure;768
November 21st;The Witch in the Window;Horror;769
November 24th;El Latido de Urdaibai;Documentary;770
November 21st;The World Before Your Feet;Documentary;771
November 22nd;Clyde Cooper;Drama;772
November 21st;Ralph Breaks The Internet;Adventure;773
November 24th;KardeÃ…Å¸im Benim 2;Comedy;774
November 24th;Kaiketsu Zorori Movie: ZZ no Himitsu;;775
November 24th;Las;;776
November 24th;Kadvi Hawa;Drama;777
November 21st;Robin Hood;Action;778
May 4th;Jia Nian Hua;Drama;779
November 24th;Julie 2;Drama;780
November 24th;Indrajith;Action;781
May 10th;La Higuera de los bastardos;Multiple Genres;782
November 24th;Indestructible. El alma de la salsa;Documentary;783
November 24th;Grain;Drama;784
November 24th;Ernest et CÃƒÂ©lestine en hiver;Adventure;785
November 24th;Eric Clapton: A Life in 12 Bars;Documentary;786
November 24th;La educaciÃƒÂ³n gastronÃƒÂ³mica;Drama;787
November 24th;La fraternidad del desierto;Documentary;788
November 24th;Doctor Who: Shada;Adventure;789
November 24th;Chastnoe pionerskoe 3;Adventure;790
November 24th;Carlos Jauregui: The Unforgettable Fag;Documentary;791
November 24th;Hibana;Drama;792
November 24th;Cicha noc;Comedy;793
November 24th;Burst of Youth;Comedy;794
November 24th;Le brio;Drama;795
November 24th;Can Lan Zhe Yi Ke;Drama;796
January 13th;Some Like It Hot;Romantic Comedy;797
December 25th;20th Century Women;Drama;798
December 24th;HAIKYU!! The Winner and the Loser;Adventure;799
December 24th;Christmas, Again;Drama;800
December 23rd;You Ji Ke Xun;;801
December 23rd;Wi-ken-jeu;Documentary;802
December 23rd;Tri bogatyrya i Morskoy tsar;Adventure;803
December 23rd;Siyah karga;Drama;804
August 31st;Snezhnaya koroleva 3. Ogon i led;Adventure;805
January 25th;Singam 3;Action;806
December 23rd;Shi Xin Zhe;Horror;807
March 2nd;Souvenir;Drama;808
December 23rd;Silence;Drama;809
December 23rd;Yolki 5;Comedy;810
December 23rd;See You Tomorrow;Romantic Comedy;811
November 21st;Ã‚Â¡Las Sandinistas!;Documentary;812
November 21st;Byootipool Deizu;Drama;813
November 21st;Creed II;Drama;814
November 20th;Indian films screened;Multiple Genres;815
November 21st;Beijing international film festival 1;Multiple Genres;816
November 17th;Sincerely, Brenda;Drama;817
November 20th;Take Me Out;Drama;818
November 20th;Zhengzheng's Word;Drama;819
November 16th;You Wu Ge Jie Jie De Wo Jiu Zhu Ding Yao Dan Shen Le A!;Romantic Comedy;820
November 16th;Texas Cotton;Western;821
January 27th;Resident Evil: The Final Chapter;Horror;822
November 17th;Adventure in time and space;Adventure;823
November 16th;Team Khan;Documentary;824
November 16th;Taxiwaala;Multiple Genres;825
November 30th;Sungnan Hwangso;Action;826
November 16th;Source of Dreams;Drama;827
February 27th;Styx;Drama;828
November 16th;Speed Kills;Drama;829
November 16th;El silencio es un cuerpo que cae;Documentary;830
November 16th;Pihu;Thriller/Suspense;831
November 16th;Pat a Mat: ZimnÃƒÂ­ radovÃƒÂ¡nky;Comedy;832
November 16th;A Smile from the Mountain;Drama;833
May 8th;El Silencio de Otros;Documentary;834
November 16th;Oblepihovoe Leto;Drama;835
November 16th;Opera De Paris: Les Huguenots;Concert/Performance;836
December 27th;Aus dem Nichts;Drama;837
November 24th;Alter Ego;Drama;838
November 24th;Bombshell: The Hedy Lamarr Story;Documentary;839
November 24th;All the Way to Bloom;Drama;840
November 24th;28 Degrees North of Love;;841
November 23rd;Detki Naprokat;Comedy;842
November 24th;Ajji;Drama;843
November 23rd;Caccia al Tesoro;Comedy;844
November 22nd;Gli Sdraiati;Drama;845
November 22nd;DrÃƒÂ´le de pÃƒÂ¨re;Drama;846
November 22nd;Darkest Hour;Drama;847
November 24th;Brakes;Comedy;848
November 21st;Bu Cheng Wen Ti De Wen Ti;Drama;849
November 21st;Bandeusi Japeunda;Thriller/Suspense;850
November 18th;Little B*tches;Comedy;851
November 17th;ZahradnictvÃƒÂ­: NÃƒÂ¡padnÃƒÂ­k;Romantic Comedy;852
November 17th;What Is Inside Me;Documentary;853
November 17th;Tumhari Sulu;Comedy;854
November 17th;El Vientre de Europa;Drama;855
November 17th;Verna;Thriller/Suspense;856
December 23rd;Paw Patrol;Adventure;857
December 23rd;Pixi Post eta opari-emaileak;Adventure;858
December 23rd;Red Dog: True Blue;Drama;859
December 23rd;La prunelle de mes yeux;Romantic Comedy;860
December 23rd;Okhotniki;Drama;861
December 23rd;My Super Girl;;862
December 23rd;Minha MÃƒÂ£e ÃƒÂ© uma PeÃƒÂ§a 2: O Filme;Comedy;863
December 23rd;ManÃ…Â¾el na hodinu;Comedy;864
December 23rd;Mogura no uta: Hong Kong kyÃƒÂ´sÃƒÂ´-kyoku;;865
December 23rd;KaÃƒÂ§is;Drama;866
December 23rd;Hasret Bitti;Comedy;867
December 23rd;Liga MX Clausura 2017 Chivas vs Tigres;Concert/Performance;868
December 23rd;Family Relics;Drama;869
December 23rd;Kaththi Sandai;Action;870
December 23rd;Dreamfish;Thriller/Suspense;871
December 23rd;Ded Moroz. Bitva Magov;Adventure;872
December 23rd;El cruce de la pampa;Drama;873
December 23rd;DeÃ„Å¸iÃ…Å¸tir BakalÃ„Â±m;Comedy;874
December 23rd;The Ataxian;Adventure;875
December 23rd;Al Ma' wal Khodra wal Wajh al Hassan;Drama;876
December 23rd;12 kÃ„â€”dÃ…Â¾iÃ…Â³;Adventure;877
December 23rd;Ãƒâ‚¬ fond;Comedy;878
December 23rd;DÃƒÂ¶nerse Senindir;Romantic Comedy;879
November 16th;Ne chuzhie;Drama;880
November 16th;National Theatre Live: The Madness of George III;Concert/Performance;881
November 16th;Ni distintos ni diferentes: Campeones;Documentary;882
November 16th;Mishpakha BiTrans;Documentary;883
November 16th;Ningyo no nemuru ie;Drama;884
November 16th;Meng De Di Si Qu;Drama;885
November 16th;Loca por el Trabajo;Comedy;886
November 16th;Madness, Farewell;Comedy;887
November 16th;The Last Race;Documentary;888
November 16th;Laatu;Drama;889
January 25th;Le Livre DÃ¢â‚¬â„¢Image;Drama;890
November 16th;Make Us Dream;Documentary;891
November 16th;Koyver Gitsin;Comedy;892
November 16th;Kinder des Kalifats;Documentary;893
November 16th;Kan Parasi;Drama;894
November 16th;The Impure;Documentary;895
November 16th;Her Ã…Å¾ey Seninle GÃƒÂ¼zel;Romantic Comedy;896
November 16th;Instant Family;Comedy;897
November 16th;Kaatrin Mozhi;Comedy;898
November 16th;The Gilligan Manifesto;Documentary;899
November 17th;Theeran Adhigaram Ondru;Action;900
November 16th;Green Book;Comedy;901
November 17th;Sweet Virginia;Thriller/Suspense;902
November 16th;Heart, Baby!;Drama;903
November 16th;Esto no es un golpe;Documentary;904
November 17th;Sister Brother Forever;Drama;905
November 17th;Swinger;Romantic Comedy;906
November 17th;Start Over Tonight;Romantic Comedy;907
November 17th;Seni Gidi Seni;Comedy;908
November 17th;Sat Shri Akaal England;Comedy;909
November 17th;Sen Kiminle Dans Ediyorsun?;Comedy;910
November 17th;Shen Mo Dao Ji Gong;Comedy;911
November 17th;Royal Opera House: Alice's Adventures In Wonderland;Concert/Performance;912
November 17th;Revolt;Thriller/Suspense;913
November 17th;Please Remember Me;Documentary;914
November 17th;Roman J. Israel, Esq.;Drama;915
November 17th;Najlepszy;Drama;916
November 17th;Oasis;Drama;917
November 17th;Remember Baghdad;Documentary;918
November 17th;Met Opera: The Exterminating Angel;Concert/Performance;919
November 17th;Mudbound;Drama;920
November 17th;Palace of the Damned;Horror;921
November 17th;Melle;Musical;922
November 17th;Maryline;Drama;923
November 22nd;The Man Who Invented Christmas;Adventure;924
January 6th;Railroad Tigers;Action;925
December 21st;Passengers;Thriller/Suspense;926
January 27th;Un Padre No Tan Padre;Comedy;927
December 21st;Dangal;Action;928
December 21st;The Autopsy of Jane Doe;Horror;929
December 21st;AssassinÃ¢â‚¬â„¢s Creed;Action;930
December 23rd;Why Him?;Comedy;931
December 16th;Zuzula;Horror;932
December 16th;Wu Nu Nao Jing Cheng;Romantic Comedy;933
December 21st;Patriots Day;Thriller/Suspense;934
December 16th;YÃƒÂ´kai Watch 3;Adventure;935
December 16th;Until Forever;;936
December 16th;Vrach;Drama;937
December 16th;Tereddut;Drama;938
December 16th;SyStema. Shou brat'ev Zapashnykh;;939
December 16th;Suki ni naru sono shunkan o.: Kokuhaku jikkou iinkai;;940
December 16th;Sheng Men;Documentary;941
December 16th;Sen SaÃ„Å¸ Ben Selamet;Comedy;942
December 16th;Short Stay;Comedy;943
April 28th;Shavua ve Yom;Drama;944
December 16th;Royal Opera: Les Contes D'hoffmann;Concert/Performance;945
November 16th;Djon Ãƒï¿½frica;Drama;946
December 16th;Lo que nunca nos Dijimos;Drama;947
November 30th;Dead in a Week: or Your Money Back;Action;948
November 16th;El Desentierro;Thriller/Suspense;949
November 16th;Don't Forget Me;Drama;950
November 16th;De despojo y costillas;Drama;951
